user_id,amount,category,type,date
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,1772.34,Health,expense,2025-12-08
2f98d23a-63b0-41ed-9893-2d92383e6df7,1750.25,Bills,expense,2026-01-22
93e94103-3e6b-43f8-ad21-60ebfbca19f1,3159.84,Salary,income,2026-01-04
2f98d23a-63b0-41ed-9893-2d92383e6df7,8640.4,Salary,income,2026-02-24
93e94103-3e6b-43f8-ad21-60ebfbca19f1,6419.62,Salary,income,2026-04-04
cfff579a-1587-4cb4-b982-deeff49ecd18,5625.93,Salary,income,2026-02-19
93e94103-3e6b-43f8-ad21-60ebfbca19f1,5983.53,Salary,income,2026-03-07
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,1090.19,Health,expense,2025-12-20
93e94103-3e6b-43f8-ad21-60ebfbca19f1,4996.43,Salary,income,2025-12-15
fdbce738-289f-4d0e-8e99-9d7c808a2d33,2185.03,Salary,income,2025-12-14
2f98d23a-63b0-41ed-9893-2d92383e6df7,3268.9,Salary,income,2026-02-27
fdbce738-289f-4d0e-8e99-9d7c808a2d33,2940.26,Salary,income,2026-03-23
cfff579a-1587-4cb4-b982-deeff49ecd18,1148.76,Bills,expense,2026-04-05
2f98d23a-63b0-41ed-9893-2d92383e6df7,2188.43,Salary,income,2026-03-28
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,5413.37,Salary,income,2026-02-16
93e94103-3e6b-43f8-ad21-60ebfbca19f1,2904.8,Health,expense,2026-03-04
2f98d23a-63b0-41ed-9893-2d92383e6df7,5233.98,Salary,income,2026-02-28
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,2212.8,Health,expense,2025-12-09
fdbce738-289f-4d0e-8e99-9d7c808a2d33,3328.64,Salary,income,2026-03-22
fdbce738-289f-4d0e-8e99-9d7c808a2d33,1135.75,Shopping,expense,2025-12-20
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,3021.08,Salary,income,2026-02-26
93e94103-3e6b-43f8-ad21-60ebfbca19f1,2098.97,Bills,expense,2026-03-16
93e94103-3e6b-43f8-ad21-60ebfbca19f1,1067.52,Travel,expense,2026-03-05
fdbce738-289f-4d0e-8e99-9d7c808a2d33,1938.68,Health,expense,2026-01-25
cfff579a-1587-4cb4-b982-deeff49ecd18,2599.15,Travel,expense,2026-01-23
2f98d23a-63b0-41ed-9893-2d92383e6df7,1776.4,Food,expense,2026-03-30
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,7356.05,Salary,income,2026-03-30
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,2812.12,Travel,expense,2026-02-28
93e94103-3e6b-43f8-ad21-60ebfbca19f1,9124.53,Salary,income,2025-12-07
93e94103-3e6b-43f8-ad21-60ebfbca19f1,473.31,Entertainment,expense,2026-03-11
93e94103-3e6b-43f8-ad21-60ebfbca19f1,8758.4,Salary,income,2026-03-25
2f98d23a-63b0-41ed-9893-2d92383e6df7,1336.31,Salary,income,2026-03-28
cfff579a-1587-4cb4-b982-deeff49ecd18,1685.74,Travel,expense,2025-12-30
cfff579a-1587-4cb4-b982-deeff49ecd18,6699.13,Salary,income,2026-01-03
2f98d23a-63b0-41ed-9893-2d92383e6df7,1454.83,Shopping,expense,2026-01-19
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,8130.81,Salary,income,2025-12-18
fdbce738-289f-4d0e-8e99-9d7c808a2d33,1929.71,Salary,income,2026-03-25
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,805.9,Travel,expense,2026-03-24
93e94103-3e6b-43f8-ad21-60ebfbca19f1,1217.58,Bills,expense,2026-01-28
2f98d23a-63b0-41ed-9893-2d92383e6df7,1632.05,Health,expense,2025-12-27
93e94103-3e6b-43f8-ad21-60ebfbca19f1,1170.67,Food,expense,2026-03-15
2f98d23a-63b0-41ed-9893-2d92383e6df7,1149.29,Health,expense,2025-12-26
cfff579a-1587-4cb4-b982-deeff49ecd18,2224.44,Entertainment,expense,2026-01-01
93e94103-3e6b-43f8-ad21-60ebfbca19f1,5364.21,Salary,income,2026-03-12
93e94103-3e6b-43f8-ad21-60ebfbca19f1,1161.15,Entertainment,expense,2026-01-26
cfff579a-1587-4cb4-b982-deeff49ecd18,1349.05,Food,expense,2025-12-16
2f98d23a-63b0-41ed-9893-2d92383e6df7,2793.08,Food,expense,2026-01-23
fdbce738-289f-4d0e-8e99-9d7c808a2d33,1382.87,Food,expense,2026-01-31
cfff579a-1587-4cb4-b982-deeff49ecd18,9929.49,Salary,income,2026-01-31
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,1727.16,Health,expense,2025-12-18
93e94103-3e6b-43f8-ad21-60ebfbca19f1,2860.89,Salary,income,2026-03-26
cfff579a-1587-4cb4-b982-deeff49ecd18,7529.59,Salary,income,2026-01-08
2f98d23a-63b0-41ed-9893-2d92383e6df7,5060.31,Salary,income,2026-03-26
fdbce738-289f-4d0e-8e99-9d7c808a2d33,6764.14,Salary,income,2026-01-03
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,953.77,Entertainment,expense,2026-03-20
93e94103-3e6b-43f8-ad21-60ebfbca19f1,1545.58,Travel,expense,2026-01-11
2f98d23a-63b0-41ed-9893-2d92383e6df7,1851.11,Salary,income,2025-12-14
cfff579a-1587-4cb4-b982-deeff49ecd18,2055.27,Bills,expense,2026-02-02
2f98d23a-63b0-41ed-9893-2d92383e6df7,1855.73,Salary,income,2026-01-28
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,8735.34,Salary,income,2025-12-16
2f98d23a-63b0-41ed-9893-2d92383e6df7,1420.9,Entertainment,expense,2026-03-17
2f98d23a-63b0-41ed-9893-2d92383e6df7,4784.25,Salary,income,2026-02-20
cfff579a-1587-4cb4-b982-deeff49ecd18,5272.52,Salary,income,2026-04-01
2f98d23a-63b0-41ed-9893-2d92383e6df7,6678.64,Salary,income,2026-04-06
fdbce738-289f-4d0e-8e99-9d7c808a2d33,1187.36,Bills,expense,2026-03-17
93e94103-3e6b-43f8-ad21-60ebfbca19f1,7514.36,Salary,income,2025-12-22
fdbce738-289f-4d0e-8e99-9d7c808a2d33,2063.46,Health,expense,2026-01-21
cfff579a-1587-4cb4-b982-deeff49ecd18,1876.86,Bills,expense,2025-12-23
cfff579a-1587-4cb4-b982-deeff49ecd18,2511.87,Travel,expense,2026-02-22
2f98d23a-63b0-41ed-9893-2d92383e6df7,1422.87,Bills,expense,2026-01-30
2f98d23a-63b0-41ed-9893-2d92383e6df7,3455.25,Salary,income,2026-01-20
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,2273.54,Salary,income,2026-01-01
93e94103-3e6b-43f8-ad21-60ebfbca19f1,2340.78,Food,expense,2026-04-03
93e94103-3e6b-43f8-ad21-60ebfbca19f1,4151.27,Salary,income,2026-02-03
93e94103-3e6b-43f8-ad21-60ebfbca19f1,9725.34,Salary,income,2026-03-31
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,421.26,Travel,expense,2026-03-24
2f98d23a-63b0-41ed-9893-2d92383e6df7,4245.39,Salary,income,2025-12-26
93e94103-3e6b-43f8-ad21-60ebfbca19f1,1832.02,Health,expense,2026-01-29
fdbce738-289f-4d0e-8e99-9d7c808a2d33,7848.49,Salary,income,2025-12-11
93e94103-3e6b-43f8-ad21-60ebfbca19f1,6915.29,Salary,income,2025-12-14
fdbce738-289f-4d0e-8e99-9d7c808a2d33,2458.22,Bills,expense,2026-03-22
fdbce738-289f-4d0e-8e99-9d7c808a2d33,4984.57,Salary,income,2026-02-22
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,5605.3,Salary,income,2026-01-20
00a6ce04-6bec-47ad-9e8a-891ce84c17c2,1932.28,Bills,expense,2025-12-28
93e94103-3e6b-43f8-ad21-60ebfbca19f1,1278.26,Health,expense,2026-02-14
93e94103-3e6b-43f8-ad21-60ebfbca19f1,6737.02,Salary,income,2026-01-27
fdbce738-289f-4d0e-8e99-9d7c808a2d33,6435.09,Salary,income,2026-04-05
